episode,timestep,reward,length,rolling_mean_reward_20
94,3676,4.0,323,1.4
95,3732,1.0,206,1.35
96,3764,2.0,247,1.35
97,3800,2.0,250,1.45
98,3848,2.0,231,1.45
99,3956,3.0,286,1.6
100,3964,3.0,265,1.75
101,3984,1.0,205,1.75
102,3992,2.0,248,1.7
103,4048,0.0,146,1.7
104,4064,0.0,166,1.6
105,4092,0.0,155,1.55
106,4160,2.0,245,1.6
107,4224,2.0,231,1.6
108,4228,1.0,204,1.6
109,4268,3.0,286,1.75
110,4364,1.0,217,1.7
111,4396,3.0,311,1.85
112,4396,1.0,182,1.8
113,4400,2.0,242,1.75
114,4524,1.0,199,1.6
115,4528,1.0,199,1.6
116,4528,2.0,245,1.6
117,4532,1.0,204,1.55
118,4628,0.0,177,1.45
119,4696,2.0,226,1.4
120,4712,2.0,247,1.35
121,4744,3.0,295,1.45
122,4832,1.0,197,1.4
123,4836,0.0,156,1.4
124,4840,1.0,205,1.45
125,4912,5.0,347,1.7
126,4928,0.0,151,1.6
127,4976,1.0,212,1.55
128,5064,1.0,196,1.55
129,5072,4.0,312,1.6
130,5120,1.0,212,1.6
131,5220,5.0,386,1.7
132,5236,2.0,223,1.75
133,5256,1.0,210,1.7
134,5364,5.0,360,1.9
135,5384,1.0,200,1.9
136,5392,2.0,252,1.9
137,5412,2.0,249,1.95
138,5536,2.0,239,2.05
139,5548,2.0,239,2.05
140,5556,1.0,201,2.0
141,5608,3.0,285,2.0
142,5636,0.0,156,1.95
143,5648,0.0,163,1.95
144,5720,2.0,241,2.0
145,5748,0.0,177,1.75
146,5804,2.0,223,1.85
147,5812,3.0,263,1.95
148,5820,0.0,181,1.9
149,5920,2.0,239,1.8
150,5968,1.0,223,1.8
151,5980,2.0,249,1.65
152,5996,3.0,262,1.7
153,6068,0.0,164,1.65
154,6084,2.0,226,1.5
155,6096,0.0,176,1.45
156,6204,1.0,209,1.4
157,6208,3.0,311,1.45
158,6212,1.0,196,1.4
159,6296,3.0,258,1.45
160,6308,0.0,175,1.4
161,6384,2.0,249,1.35
162,6412,3.0,275,1.5
163,6468,2.0,227,1.6
164,6512,1.0,192,1.55
165,6548,1.0,217,1.6
166,6644,8.0,407,1.9
167,6688,2.0,231,1.85
168,6708,3.0,304,2.0
169,6772,1.0,191,1.95
170,6780,0.0,173,1.9
171,6856,2.0,224,1.9
172,6864,6.0,377,2.05
173,6864,0.0,171,2.05
174,6944,2.0,238,2.05
175,7012,2.0,237,2.15
176,7028,2.0,222,2.2
177,7044,3.0,240,2.2
178,7124,3.0,261,2.3
179,7176,2.0,245,2.25
180,7180,1.0,194,2.3
181,7200,2.0,251,2.3
182,7272,0.0,171,2.15
183,7300,0.0,173,2.05
184,7324,3.0,264,2.15
185,7412,3.0,306,2.25
186,7452,2.0,259,1.95
187,7452,1.0,214,1.9
188,7464,2.0,219,1.85
189,7604,2.0,267,1.9
190,7612,2.0,231,2.0
191,7628,2.0,249,2.0
192,7644,3.0,258,1.85
193,7788,3.0,260,2.0
194,7800,2.0,214,2.0
195,7864,4.0,306,2.1
196,7880,0.0,146,2.0
197,7908,5.0,347,2.1
198,7940,1.0,211,2.0
199,7980,0.0,179,1.9
200,8040,2.0,237,1.95
201,8064,2.0,214,1.95
202,8084,1.0,227,2.0
203,8116,1.0,190,2.05
204,8160,1.0,180,1.95
205,8212,1.0,197,1.85
206,8256,3.0,256,1.9
207,8280,2.0,242,1.95
208,8332,2.0,255,1.95
209,8392,1.0,211,1.9
210,8416,0.0,144,1.8
211,8420,3.0,267,1.85
212,8468,2.0,262,1.8
213,8528,1.0,198,1.7
214,8548,1.0,184,1.65
215,8612,1.0,206,1.5
216,8692,1.0,228,1.55
217,8700,5.0,360,1.55
218,8708,2.0,246,1.6
219,8756,1.0,211,1.65
220,8804,1.0,193,1.6
221,8808,0.0,166,1.5
222,8872,2.0,237,1.55
223,8968,2.0,246,1.6
224,8968,2.0,216,1.65
225,9044,4.0,344,1.8
226,9048,2.0,251,1.75
227,9080,1.0,167,1.7
228,9132,2.0,229,1.7
229,9172,1.0,192,1.7
230,9176,1.0,205,1.75
231,9216,1.0,199,1.65
232,9288,2.0,237,1.65
233,9352,2.0,235,1.7
234,9408,4.0,309,1.85
235,9424,3.0,269,1.95
236,9452,2.0,236,2.0
237,9488,1.0,192,1.8
238,9560,1.0,213,1.75
239,9584,2.0,242,1.8
240,9588,1.0,197,1.8
241,9688,1.0,194,1.85
242,9696,3.0,264,1.9
243,9732,1.0,222,1.85
244,9756,2.0,256,1.85
245,9796,0.0,155,1.65
246,9888,2.0,236,1.65
247,9896,0.0,169,1.6
248,9900,1.0,207,1.55
249,9944,4.0,324,1.7
250,9984,0.0,150,1.65
251,10032,1.0,208,1.65
252,10060,2.0,243,1.65
253,10084,0.0,176,1.55
254,10088,1.0,206,1.4
255,10160,0.0,166,1.25
256,10188,0.0,182,1.15
257,10204,2.0,255,1.2
258,10288,0.0,159,1.15
259,10296,0.0,169,1.05
260,10296,3.0,287,1.15
261,10360,3.0,263,1.25
262,10464,3.0,254,1.25
263,10480,3.0,257,1.35
264,10516,2.0,227,1.35
265,10564,4.0,349,1.55
266,10608,1.0,211,1.5
267,10692,3.0,275,1.65
268,10692,2.0,252,1.7
269,10712,2.0,207,1.6
270,10772,2.0,242,1.7
271,10792,0.0,165,1.65
272,10812,0.0,183,1.55
273,10864,2.0,249,1.65
274,10872,0.0,158,1.6
275,10892,0.0,181,1.6
276,10912,0.0,180,1.6
277,10964,0.0,154,1.5
278,10972,0.0,162,1.5
279,11044,2.0,208,1.6
280,11068,2.0,224,1.55
281,11112,2.0,228,1.5
282,11128,2.0,221,1.45
283,11208,2.0,229,1.4
284,11264,3.0,263,1.45
285,11272,2.0,220,1.35
286,11308,3.0,262,1.45
287,11456,4.0,331,1.5
288,11460,3.0,256,1.55
289,11460,2.0,230,1.55
290,11468,3.0,275,1.6
291,11564,1.0,187,1.65
292,11600,2.0,211,1.75
293,11632,3.0,246,1.8
294,11696,1.0,156,1.85
295,11764,6.0,378,2.15
296,11776,2.0,224,2.25
297,11848,5.0,348,2.5
298,11892,3.0,251,2.65
299,11912,2.0,226,2.65
300,11980,3.0,286,2.7
301,11984,1.0,219,2.65
302,12076,2.0,220,2.65
303,12104,3.0,266,2.7
304,12108,1.0,208,2.6
305,12120,1.0,202,2.55
306,12204,0.0,160,2.4
307,12208,0.0,154,2.2
308,12248,2.0,226,2.15
309,12292,2.0,229,2.15
310,12304,0.0,181,2.0
311,12348,0.0,183,1.95
312,12428,3.0,295,2.0
313,12448,1.0,208,1.9
314,12492,1.0,224,1.9
315,12568,1.0,186,1.65
316,12656,6.0,438,1.85
317,12684,5.0,329,1.85
318,12696,1.0,196,1.75
319,12836,7.0,407,2.0
320,12868,3.0,244,2.0
321,12980,6.0,395,2.25
322,13068,8.0,433,2.55
323,13096,5.0,334,2.65
324,13136,2.0,227,2.7
325,13184,6.0,399,2.95
326,13196,1.0,190,3.0
327,13232,1.0,215,3.05
328,13308,2.0,237,3.05
329,13364,2.0,259,3.05
330,13384,2.0,233,3.15
331,13408,3.0,281,3.3
332,13408,0.0,182,3.15
333,13540,2.0,221,3.2
334,13556,2.0,234,3.25
335,13560,2.0,235,3.3
336,13568,3.0,282,3.15
337,13688,2.0,204,3.0
338,13704,2.0,212,3.05
339,13708,2.0,215,2.8
340,13716,2.0,224,2.75
341,13816,1.0,190,2.5
342,13828,1.0,175,2.15
343,13884,3.0,265,2.05
344,13936,4.0,307,2.15
345,14008,3.0,262,2.0
346,14040,2.0,214,2.05
347,14060,4.0,295,2.2
348,14092,2.0,238,2.2
349,14152,1.0,206,2.15
350,14168,1.0,195,2.1
351,14232,2.0,242,2.05
352,14252,0.0,183,2.05
353,14264,2.0,243,2.05
354,14268,0.0,172,1.95
355,14332,0.0,154,1.85
356,14364,0.0,168,1.7
357,14472,3.0,276,1.75
358,14488,3.0,290,1.8
359,14504,2.0,251,1.8
360,14584,3.0,289,1.85
361,14588,0.0,176,1.8
362,14660,2.0,239,1.85
363,14684,3.0,288,1.85
364,14732,2.0,224,1.75
365,14744,2.0,233,1.7
366,14812,1.0,196,1.65
367,14816,2.0,230,1.55
368,14904,2.0,246,1.55
369,14908,2.0,225,1.6
370,14980,2.0,218,1.65
371,15004,0.0,172,1.55
372,15008,0.0,168,1.55
373,15060,4.0,306,1.65
374,15192,3.0,242,1.8
375,15244,3.0,265,1.95
376,15296,6.0,391,2.25
377,15340,2.0,229,2.2
378,15344,7.0,399,2.4
379,15456,4.0,291,2.5
380,15484,2.0,207,2.45
381,15524,3.0,256,2.6
382,15524,4.0,298,2.7
383,15632,2.0,218,2.65
384,15652,3.0,252,2.7
385,15672,2.0,230,2.7
386,15720,3.0,276,2.8
387,15796,2.0,244,2.8
388,15816,2.0,232,2.8
389,15820,0.0,155,2.7
390,15884,3.0,292,2.75
391,16000,3.0,243,2.9
392,16004,3.0,251,3.05
393,16024,4.0,312,3.05
394,16144,5.0,325,3.15
395,16200,3.0,233,3.15
396,16220,4.0,275,3.05
397,16308,2.0,248,3.05
398,16316,5.0,392,2.95
399,16348,1.0,208,2.8
400,16356,2.0,214,2.8
401,16496,2.0,213,2.75
402,16504,3.0,261,2.7
403,16512,3.0,261,2.75
404,16552,3.0,250,2.75
405,16640,2.0,202,2.75
406,16684,3.0,234,2.75
407,16696,3.0,262,2.8
408,16744,3.0,263,2.85
409,16824,3.0,259,3.0
410,16976,5.0,337,3.1
411,16980,2.0,227,3.05
412,17028,7.0,407,3.25
413,17052,6.0,375,3.35
414,17128,2.0,203,3.2
415,17156,3.0,240,3.2
416,17212,3.0,243,3.15
417,17256,4.0,285,3.25
418,17360,2.0,202,3.1
419,17396,5.0,325,3.3
420,17428,2.0,228,3.3
421,17440,5.0,384,3.45
422,17460,0.0,154,3.3
423,17568,2.0,245,3.25
424,17584,1.0,198,3.15
425,17592,2.0,244,3.15
426,17696,1.0,184,3.05
427,17720,1.0,195,2.95
428,17756,2.0,240,2.9
429,17792,6.0,400,3.05
430,17796,0.0,167,2.8
431,17820,0.0,183,2.7
432,17920,2.0,242,2.45
433,17956,2.0,227,2.25
434,17960,1.0,206,2.2
435,17988,3.0,264,2.2
436,18060,0.0,165,2.05
437,18140,2.0,260,1.95
438,18152,2.0,248,1.95
439,18228,6.0,373,2.0
440,18256,3.0,277,2.05
441,18336,3.0,274,1.95
442,18348,3.0,263,2.1
443,18424,3.0,254,2.15
444,18452,3.0,266,2.25
445,18540,3.0,286,2.3
446,18544,3.0,273,2.4
447,18588,2.0,235,2.45
448,18600,2.0,222,2.45
449,18688,2.0,226,2.25
450,18740,3.0,252,2.4
451,18784,3.0,252,2.55
452,18796,3.0,273,2.6
453,18884,3.0,250,2.65
454,18936,3.0,258,2.75
455,18964,2.0,232,2.7
456,18980,3.0,260,2.85
457,19088,4.0,262,2.95
458,19136,3.0,275,3.0
459,19144,3.0,252,2.85
460,19236,2.0,213,2.8
461,19292,2.0,242,2.75
462,19312,2.0,237,2.7
463,19324,6.0,414,2.85
464,19380,2.0,215,2.8
465,19488,3.0,279,2.8
466,19508,3.0,257,2.8
467,19520,3.0,265,2.85
468,19576,3.0,275,2.9
469,19684,3.0,254,2.95
470,19704,3.0,256,2.95
471,19716,3.0,278,2.95
472,19772,3.0,269,2.95
473,19864,2.0,204,2.9
474,19880,3.0,268,2.9
475,19900,3.0,266,2.95
476,19956,3.0,266,2.95
477,20000,0.0,171,2.75
478,20016,1.0,213,2.65
479,20028,2.0,233,2.6
480,20100,0.0,164,2.5
481,20148,2.0,269,2.5
482,20268,5.0,320,2.65
483,20268,3.0,244,2.5
484,20276,4.0,339,2.6
485,20328,3.0,263,2.6
486,20444,3.0,255,2.6
487,20452,3.0,244,2.6
488,20472,3.0,271,2.6
489,20488,3.0,228,2.6
490,20640,3.0,265,2.6
491,20648,3.0,258,2.6
492,20668,3.0,273,2.6
493,20692,3.0,284,2.65
494,20724,0.0,153,2.5
495,20760,1.0,184,2.4
496,20788,1.0,176,2.3
497,20808,0.0,160,2.3
498,20988,5.0,378,2.5
499,21008,4.0,303,2.6
500,21012,3.0,299,2.75
501,21020,3.0,279,2.8
502,21148,1.0,193,2.6
503,21152,1.0,209,2.5
504,21192,3.0,281,2.45
505,21212,3.0,284,2.45
506,21292,2.0,224,2.4
507,21296,2.0,218,2.35
508,21340,2.0,223,2.3
509,21360,2.0,214,2.25
510,21488,3.0,264,2.25
511,21492,3.0,262,2.25
512,21508,2.0,249,2.2
513,21556,3.0,275,2.2
514,21656,2.0,241,2.3
515,21676,2.0,246,2.35
516,21688,3.0,275,2.45
517,21760,4.0,278,2.65
518,21824,2.0,244,2.5
519,21828,2.0,201,2.4
520,21924,0.0,162,2.25
521,21980,3.0,288,2.25
522,22000,2.0,240,2.3
523,22008,6.0,401,2.55
524,22088,2.0,223,2.5
525,22136,2.0,234,2.45
526,22156,2.0,214,2.45
527,22196,3.0,251,2.5
528,22236,2.0,225,2.5
529,22284,2.0,227,2.5
530,22320,2.0,233,2.45
531,22360,2.0,220,2.4
532,22440,4.0,259,2.5
533,22488,4.0,280,2.55
534,22548,4.0,308,2.65
535,22616,3.0,253,2.7
536,22712,2.0,230,2.65
537,22836,9.0,548,2.9
538,22844,7.0,423,3.15
539,22860,2.0,207,3.15
540,22860,4.0,327,3.35
541,22988,1.0,197,3.25
542,23000,2.0,245,3.25
543,23024,2.0,223,3.05
544,23056,3.0,283,3.1
545,23088,0.0,159,3.0
546,23172,2.0,249,3.0
547,23188,0.0,166,2.85
548,23196,2.0,227,2.85
549,23228,2.0,243,2.85
550,23272,0.0,163,2.75
551,23448,4.0,291,2.85
552,23456,5.0,350,2.9
553,23468,5.0,344,2.95
554,23472,3.0,265,2.9
555,23568,1.0,177,2.8
556,23620,2.0,228,2.8
557,23660,0.0,171,2.35
558,23672,3.0,270,2.15
559,23672,3.0,259,2.2
560,23712,0.0,147,2.0
561,23760,0.0,163,1.95
562,23772,0.0,157,1.85
563,23772,0.0,177,1.75
564,23812,0.0,157,1.6
565,23888,1.0,192,1.65
566,23900,1.0,194,1.6
567,23928,2.0,228,1.7
568,24064,3.0,262,1.75
569,24076,3.0,256,1.8
570,24084,5.0,352,2.05
571,24172,4.0,324,2.05
572,24240,3.0,247,1.95
573,24252,3.0,247,1.85
574,24296,4.0,291,1.9
575,24368,4.0,258,2.05
576,24416,3.0,234,2.1
577,24452,2.0,228,2.2
578,24580,1.0,194,2.1
579,24656,4.0,323,2.15
580,24668,6.0,382,2.45
581,24700,1.0,193,2.5
582,24744,12.0,574,3.1
583,24800,0.0,181,3.1
584,24828,2.0,230,3.2
585,24900,4.0,312,3.35
586,24976,2.0,218,3.4
587,24992,2.0,246,3.4
588,25060,6.0,379,3.55
589,25132,2.0,226,3.5
590,25168,3.0,242,3.4
591,25220,7.0,389,3.55
592,25260,3.0,270,3.55
593,25288,1.0,197,3.45
594,25356,1.0,191,3.3
595,25376,4.0,313,3.3
596,25388,0.0,159,3.15
597,25432,2.0,239,3.15
598,25456,0.0,162,3.1
599,25476,0.0,183,2.9
600,25488,0.0,163,2.6
601,25616,1.0,186,2.6
602,25632,3.0,262,2.15
603,25712,5.0,359,2.4
604,25832,7.0,430,2.65
605,25844,4.0,302,2.65
606,25904,5.0,358,2.8
607,26020,3.0,252,2.85
608,26056,7.0,407,2.9
609,26080,3.0,237,2.95
610,26132,6.0,381,3.1
611,26204,2.0,229,2.85
612,26232,0.0,166,2.7
613,26272,4.0,306,2.85
614,26300,3.0,300,2.95
615,26380,2.0,207,2.85
616,26388,3.0,268,3.0
617,26428,1.0,198,2.95
618,26480,0.0,169,2.95
619,26564,2.0,266,3.05
620,26592,2.0,220,3.15
621,26596,6.0,379,3.4
622,26656,0.0,152,3.25
623,26692,3.0,290,3.15
624,26756,2.0,239,2.9
625,26792,0.0,180,2.7
626,26800,3.0,284,2.6
627,26820,2.0,224,2.55
628,26884,0.0,146,2.2
629,27004,4.0,313,2.25
630,27012,3.0,273,2.1
631,27056,4.0,314,2.2
632,27060,3.0,254,2.35
633,27160,2.0,216,2.25
634,27168,2.0,232,2.2
635,27184,1.0,205,2.15
636,27188,1.0,199,2.05
637,27260,0.0,157,2.0
638,27268,0.0,178,2.0
639,27284,0.0,167,1.9
640,27288,0.0,182,1.8
641,27360,0.0,183,1.5
642,27368,0.0,182,1.5
643,27376,0.0,172,1.35
644,27388,0.0,167,1.25
645,27468,0.0,183,1.25
646,27488,0.0,156,1.1
647,27488,1.0,191,1.05
648,27504,1.0,185,1.1
649,27568,0.0,156,0.9
650,27588,0.0,172,0.75
651,27604,0.0,175,0.55
652,27616,1.0,189,0.45
653,27712,1.0,214,0.4
654,27764,2.0,213,0.4
655,27788,3.0,250,0.5
656,27808,4.0,286,0.65
657,27860,2.0,217,0.75
658,27956,3.0,252,0.9
659,28020,3.0,291,1.05
660,28076,7.0,281,1.4
661,28120,6.0,397,1.7
662,28160,3.0,281,1.85
663,28164,1.0,202,1.9
664,28176,0.0,168,1.9
665,28248,0.0,147,1.9
666,28248,1.0,199,1.95
667,28296,1.0,183,1.95
668,28332,2.0,250,2.0
669,28348,0.0,164,2.0
670,28448,3.0,256,2.15
671,28452,2.0,234,2.25
672,28496,2.0,231,2.3
673,28576,1.0,190,2.3
674,28576,4.0,303,2.4
675,28580,1.0,209,2.3
676,28624,1.0,209,2.15
677,28656,0.0,154,2.05
678,28668,0.0,158,1.9
679,28668,0.0,158,1.75
680,28820,6.0,269,1.7
681,28820,2.0,240,1.5
682,28832,2.0,235,1.45
683,28876,3.0,270,1.55
684,28976,0.0,182,1.55
685,28984,2.0,224,1.65
686,28984,2.0,244,1.7
687,29004,2.0,239,1.75
688,29084,0.0,175,1.65
689,29104,0.0,168,1.65
690,29128,1.0,199,1.55
691,29168,2.0,264,1.55
692,29240,1.0,217,1.5
693,29268,0.0,173,1.45
694,29268,2.0,261,1.35
695,29272,1.0,228,1.35
696,29340,0.0,182,1.3
697,29368,0.0,179,1.3
698,29368,0.0,157,1.3
699,29452,2.0,242,1.4
700,29468,0.0,165,1.1
701,29468,0.0,164,1.0
702,29484,1.0,216,0.95
703,29568,0.0,156,0.8
704,29596,1.0,196,0.85
705,29668,3.0,268,0.9
706,29740,5.0,361,1.05
707,29752,3.0,266,1.1
708,29816,4.0,285,1.3
709,29852,3.0,262,1.45
710,29852,0.0,179,1.4
711,29868,1.0,205,1.35
712,29980,2.0,244,1.4
713,30032,2.0,241,1.5
714,30056,3.0,269,1.55
715,30064,3.0,285,1.65
716,30148,2.0,249,1.75
717,30180,2.0,226,1.85
718,30220,2.0,247,1.95
719,30228,2.0,218,1.95
720,30312,2.0,218,2.05
721,30316,1.0,210,2.1
722,30340,1.0,185,2.1
723,30400,2.0,231,2.2
724,30412,0.0,161,2.15
725,30480,2.0,228,2.1
726,30512,2.0,251,1.95
727,30572,2.0,236,1.9
728,30584,2.0,229,1.8
729,30612,0.0,164,1.65
730,30660,2.0,253,1.75
731,30732,1.0,177,1.75
732,30748,3.0,240,1.8
733,30776,3.0,268,1.85
734,30832,0.0,166,1.7
735,30860,0.0,165,1.55
736,30948,5.0,350,1.7
737,30948,3.0,281,1.75
738,31092,4.0,333,1.85
739,31096,2.0,226,1.85
740,31108,2.0,224,1.85
741,31176,6.0,379,2.1
742,31208,0.0,168,2.05
743,31264,2.0,243,2.05
744,31276,2.0,235,2.15
745,31276,0.0,176,2.05
746,31352,1.0,198,2.0
747,31364,0.0,180,1.9
748,31376,0.0,171,1.8
749,31376,0.0,169,1.8
750,31440,0.0,159,1.7
751,31452,0.0,179,1.65
752,31476,0.0,168,1.5
753,31504,1.0,190,1.4
754,31596,2.0,211,1.5
755,31692,4.0,304,1.7
756,31768,2.0,239,1.55
757,31780,5.0,359,1.65
758,31792,0.0,172,1.45
759,31792,6.0,394,1.65
760,31880,0.0,180,1.55
761,31904,1.0,192,1.3
762,31904,1.0,190,1.35
763,32004,0.0,175,1.25
764,32004,0.0,174,1.15
765,32044,2.0,230,1.25
766,32080,5.0,356,1.45
767,32104,0.0,162,1.45
768,32144,0.0,156,1.45
769,32184,2.0,250,1.55
770,32188,0.0,162,1.55
771,32244,0.0,183,1.55
772,32264,2.0,247,1.65
773,32284,0.0,163,1.6
774,32332,1.0,223,1.55
775,32344,0.0,172,1.35
776,32364,0.0,175,1.25
777,32456,2.0,233,1.1
778,32464,0.0,163,1.1
779,32476,1.0,229,0.85
780,32488,1.0,217,0.9
781,32600,1.0,218,0.9
782,32624,1.0,210,0.9
783,32684,3.0,287,1.05
784,32724,0.0,181,1.05
785,32736,4.0,323,1.15
786,32772,2.0,233,1.0
787,32784,0.0,170,1.0
788,32836,0.0,156,1.0
789,32900,1.0,202,0.95
790,33072,5.0,362,1.2
791,33092,5.0,340,1.45
792,33140,9.0,487,1.8
793,33188,5.0,346,2.05
794,33200,1.0,183,2.05
795,33312,2.0,243,2.15
796,33340,4.0,312,2.35
797,33388,3.0,273,2.4
798,33448,4.0,324,2.6
799,33460,1.0,197,2.6
800,33544,3.0,293,2.7
801,33640,3.0,263,2.8
802,33668,5.0,347,3.0
803,33672,4.0,283,3.05
804,33840,3.0,261,3.2
805,33868,3.0,273,3.15
806,33916,7.0,457,3.4
807,33944,5.0,346,3.65
808,33988,1.0,227,3.7
809,34144,2.0,231,3.75
810,34156,5.0,344,3.75
811,34276,6.0,391,3.8
812,34352,9.0,515,3.8
813,34356,3.0,270,3.7
814,34372,4.0,290,3.85
815,34520,8.0,317,4.15
816,34584,4.0,289,4.15
817,34588,7.0,279,4.35
818,34668,6.0,384,4.45
819,34844,3.0,237,4.55
820,34880,7.0,420,4.75
821,34884,5.0,377,4.85
822,34968,7.0,452,4.95
823,35072,2.0,264,4.85
824,35084,3.0,279,4.85
825,35168,3.0,278,4.85
826,35260,8.0,493,4.9
827,35332,8.0,331,5.05
828,35388,6.0,373,5.3
829,35428,8.0,328,5.6
830,35496,11.0,311,5.9
831,35532,3.0,271,5.75
832,35680,3.0,266,5.45
833,35764,11.0,447,5.85
834,35796,7.0,445,6.0
835,35808,5.0,355,5.85
836,35892,4.0,283,5.85
837,36140,4.0,315,5.7
838,36172,8.0,484,5.8
839,36200,8.0,456,6.05
840,36204,8.0,472,6.1
841,36384,4.0,279,6.05
842,36456,6.0,370,6.0
843,36548,7.0,407,6.25
844,36564,7.0,444,6.45
845,36604,4.0,280,6.5
846,36720,8.0,323,6.5
847,36748,3.0,280,6.25
848,36800,11.0,304,6.5
849,36980,7.0,443,6.45
850,37120,7.0,432,6.25
851,37200,10.0,540,6.6
852,37212,14.0,475,7.15
853,37340,4.0,285,6.8
854,37424,12.0,518,7.05
855,37468,5.0,340,7.05
856,37516,3.0,248,7.0
857,37536,6.0,401,7.1
858,37680,4.0,269,6.9
859,37692,3.0,260,6.65
860,37772,7.0,433,6.6
861,37852,6.0,383,6.7
862,37908,4.0,306,6.6
863,37952,8.0,327,6.65
864,38000,4.0,314,6.5
865,38096,8.0,302,6.7
866,38164,4.0,289,6.5
867,38196,5.0,343,6.6
868,38216,7.0,274,6.4
869,38440,7.0,418,6.4
870,38508,7.0,429,6.4
871,38568,8.0,447,6.3
872,38604,8.0,456,6.0
873,38716,5.0,334,6.05
874,38852,6.0,401,5.75
875,38884,6.0,394,5.8
876,38980,7.0,445,6.0
877,39060,7.0,423,6.05
878,39148,5.0,370,6.1
879,39208,4.0,307,6.15
880,39244,3.0,270,5.95
881,39260,11.0,454,6.2
882,39392,8.0,324,6.4
883,39444,3.0,240,6.15
884,39524,6.0,371,6.25
885,39576,3.0,244,6.0
886,39620,11.0,441,6.35
887,39804,3.0,264,6.25
888,39820,11.0,438,6.45
889,39856,5.0,351,6.35
890,39868,7.0,411,6.35
891,40068,4.0,271,6.15
892,40148,7.0,410,6.1
893,40200,11.0,448,6.4
894,40244,11.0,444,6.65
895,40304,8.0,291,6.75
896,40376,4.0,310,6.6
897,40428,4.0,298,6.45
898,40516,4.0,295,6.4
899,40556,1.0,199,6.25
900,40620,11.0,451,6.65
901,40636,4.0,327,6.3
902,40768,4.0,294,6.1
903,40832,4.0,292,6.15
904,40844,6.0,392,6.15
905,40952,3.0,257,6.15
906,41012,11.0,457,6.15
907,41160,6.0,380,6.3
908,41168,2.0,221,5.85
909,41176,7.0,420,5.95
910,41304,1.0,202,5.65
911,41328,11.0,432,6.0
912,41504,7.0,424,6.0
913,41512,7.0,423,5.8
914,41648,7.0,420,5.6
915,41656,6.0,395,5.5
916,41868,8.0,431,5.7
917,41912,11.0,474,6.05
918,41972,6.0,396,6.15
919,41976,7.0,411,6.45
920,42096,4.0,306,6.1
921,42132,2.0,227,6.0
922,42288,11.0,447,6.35
923,42380,11.0,469,6.7
924,42412,6.0,382,6.7
925,42472,3.0,254,6.7
926,42476,7.0,430,6.5
927,42564,3.0,268,6.35
928,42656,8.0,326,6.65
929,42692,1.0,187,6.35
930,42792,6.0,376,6.6
931,42820,1.0,189,6.1
